event_id,investigation_type,accident_number,event_date,location,country,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,is_destroyed
20001214X41960,Accident,CHI83LA087,1983-01-19,"CAHOKIA, IL",United States,CPS,BI-STATE PARKS,Non-Fatal,Substantial,,Cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001214X41914,Accident,ANC83LA035,1983-01-19,"ANCHORAGE, AK",United States,MRI,MERRILL FIELD,Non-Fatal,Substantial,,Bell,47g-2,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,landing,False
20001214X41993,Incident,FTW83IA094,1983-01-20,"LUBBOCK, TX",United States,,,Incident,,,Boeing,b-737-200,No,2.0,turbo jet,unknown,0.0,0.0,0.0,73.0,imc,taxi,False
20001214X41926,Accident,ATL83FLJ01,1983-01-20,"ROBERSONVILLE, NC",United States,MCZ,MARTIN COUNTY,Fatal(3),Destroyed,,Piper,pa-28-140,No,1.0,reciprocating,business,3.0,0.0,0.0,0.0,vmc,cruise,True
20001214X41909,Accident,ANC83FAG03,1983-01-20,"NYAC, AK",United States,NONE,NYAC,Fatal(3),Destroyed,,Cessna,a185f,No,1.0,reciprocating,business,3.0,0.0,0.0,0.0,imc,approach,True
20001214X42006,Accident,FTW83LA096,1983-01-20,"LUBBOCK, TX",United States,LBB,LUBBOCK INT'L.,Non-Fatal,Substantial,,Mitsubishi,mu-2b-30,No,2.0,turbo prop,business,0.0,0.0,0.0,2.0,imc,landing,False
20001214X41961,Accident,CHI83LA088,1983-01-20,"ST. JACOB, IL",United States,3K6,ST. JACOB,Non-Fatal,Substantial,,Beech,95-c55,No,2.0,reciprocating,business,0.0,0.0,0.0,2.0,imc,landing,False
20001214X42091,Accident,SEA83FA044,1983-01-21,"BURNS, OR",United States,BNO,BURNS MUNICIPAL,Fatal(1),Destroyed,,Cessna,p210n,No,1.0,reciprocating,unknown,1.0,0.0,0.0,0.0,vmc,unknown,True
20001214X42034,Accident,LAX83LA078,1983-01-21,"YUCCA VALLEY, CA",United States,L22,YUCCA VALLEY,Non-Fatal,Destroyed,,Stinson,108-2,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,True
20001214X41987,Accident,FTW83FA097,1983-01-21,"GOLIAD, TX",United States,,,Fatal(2),Destroyed,,Bell,206l-3,No,1.0,turbo shaft,business,2.0,0.0,0.0,0.0,imc,cruise,True
20001214X42083,Accident,NYC83LA055,1983-01-21,"MERIDEN, CT",United States,MMK,MERIDEN/MARKHAM,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42047,Accident,MIA83FA063,1983-01-21,"NAPLES, FL",United States,APF,NAPLES MUNICIPAL,Non-Fatal,Substantial,,Beech,e18-s,No,2.0,turbo prop,business,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42046,Accident,MIA83FA062,1983-01-21,"LEESBURG, FL",United States,LEE,LEESBURG MUNICIPAL,Non-Fatal,Substantial,,Beech,c45h,No,2.0,reciprocating,personal,0.0,1.0,1.0,0.0,vmc,approach,False
20001214X42036,Accident,LAX83LA081,1983-01-22,"WATSONVILLE, CA",United States,WVI,WATSONVILLE,Non-Fatal,Substantial,,Beech,be-60,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,imc,landing,False
20001214X42020,Accident,LAX83FUG14,1983-01-22,"NORTH SHORE, CA",United States,,DESERT AIR SKY RANCH,Non-Fatal,Substantial,,Schweizer,2-33a,No,,unknown,instructional,0.0,1.0,0.0,0.0,vmc,takeoff,False
20001214X42042,Accident,LAX83LUQ01,1983-01-23,"CASTAIC, CA",United States,BUR,BURBANK,Fatal(2),Destroyed,,Cessna,152,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,unk,cruise,True
20001214X42025,Incident,LAX83IA080,1983-01-23,"SAN DIEGO, CA",United States,SAN,LINDBERG,Incident,Minor,,Boeing,767-231,No,2.0,turbo fan,unknown,0.0,0.0,0.0,159.0,vmc,descent,False
20001214X41943,Accident,CHI83FA090,1983-01-23,"SIREN, WI",United States,Y52,BURNETT CO.,Fatal(2),Destroyed,,Piper,pa-22-20,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,imc,cruise,True
20001214X41942,Accident,CHI83FA089,1983-01-23,"ROCKFORD, IL",United States,RFD,ROCKFORD,Non-Fatal,Destroyed,,Cessna,172,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,imc,cruise,True
20001214X42068,Accident,MKC83LA057,1983-01-23,"ORD, NE",United States,0V4,EVELYN SHARP,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42035,Accident,LAX83LA079,1983-01-23,"MT. BALDY, CA",United States,,,Non-Fatal,Substantial,,Cessna,140,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,maneuvering,False
20001214X42077,Incident,NYC83IA056,1983-01-24,"PHILADELPHIA, PA",United States,PHL,PHILA. INT'L.,Incident,Minor,,"Smith, Ted Aerostar",600 aerostar,No,2.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41907,Accident,ANC83FA037,1983-01-24,"KASILOF, AK",United States,,LAWLERS,Non-Fatal,Substantial,,Piper,pa-32-300,No,1.0,reciprocating,personal,0.0,0.0,1.0,2.0,vmc,takeoff,False
20001214X42094,Accident,SEA83FYM04,1983-01-24,"DUFUR, OR",United States,DLS,THE DALLES,Non-Fatal,Substantial,,Mooney,m20k,No,1.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,cruise,False
20001214X42069,Accident,MKC83LA058,1983-01-25,"CAPE GIRARDEAU, MO",United States,GCI,CAPE GIRARDEAU,Non-Fatal,Destroyed,,Beech,d55,No,2.0,reciprocating,business,0.0,0.0,0.0,1.0,vmc,approach,True
20001214X42048,Accident,MIA83FA064,1983-01-26,"MIAMI LAKES, FL",United States,OPF,OPA LOCKA,Non-Fatal,Destroyed,,Piper,pa-31,No,2.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,cruise,True
20001214X41945,Incident,CHI83IA091,1983-01-26,"CLEVELAND, OH",United States,BKL,BURKE LAKEFRONT,Incident,Minor,,Gates Learjet,24,No,2.0,turbo jet,unknown,0.0,0.0,0.0,3.0,vmc,landing,False
20001214X42007,Accident,FTW83LA098,1983-01-26,"CARLSBAD, NM",United States,,,Non-Fatal,Substantial,,Cessna,172n,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001214X42014,Accident,LAX83FA082,1983-01-26,"LOMPOC, CA",United States,LPC,LOMPOC,Non-Fatal,Substantial,,Cessna,401,No,2.0,reciprocating,unknown,0.0,0.0,0.0,5.0,vmc,landing,False
20001214X42016,Accident,LAX83FA438,1983-01-27,"REDLANDS, CA",United States,,,Fatal(2),Destroyed,,Piper,pa-32r-301,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,unk,cruise,True
20001214X42015,Accident,LAX83FA083,1983-01-27,"SCOTTSDALE, AZ",United States,,,Fatal(6),Destroyed,,Mitsubishi,mu-2b-60,No,2.0,turbo prop,personal,6.0,1.0,0.0,0.0,vmc,descent,True
20001214X41988,Accident,FTW83FA100,1983-01-27,"ZAPATA, TX",United States,,,Non-Fatal,Destroyed,,Robinson,r22,No,1.0,reciprocating,business,0.0,0.0,0.0,2.0,vmc,standing,True
20001214X41972,Accident,DEN83FA053,1983-01-27,"MINERSVILLE, UT",United States,,,Fatal(4),Destroyed,,Cessna,t210n,No,1.0,reciprocating,personal,4.0,0.0,0.0,0.0,imc,cruise,True
20001214X41981,Accident,DEN83LA054,1983-01-27,"JAMESTOWN, ND",United States,,,Non-Fatal,Substantial,,Cessna,207,No,1.0,reciprocating,unknown,0.0,0.0,1.0,0.0,vmc,cruise,False
20001214X42008,Accident,FTW83LA099,1983-01-27,GRAND ISLE B43Q,,,GRAND ISLE 43Q,Non-Fatal,Substantial,,Bell,206l-1,No,1.0,turbo shaft,unknown,0.0,0.0,2.0,2.0,vmc,takeoff,False
20001214X42098,Accident,SEA83LA046,1983-01-28,"YAKIMA, WA",United States,,,Non-Fatal,Destroyed,,Cessna,150h,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,cruise,True
20001214X42074,Accident,NYC83FA054,1983-01-28,"ATLANTIC CITY, NJ",United States,ACY,ATLANTIC CITY,Fatal(4),Destroyed,,Cessna,310r,No,2.0,reciprocating,personal,4.0,0.0,0.0,0.0,imc,go-around,True
20001214X42084,Accident,NYC83LA057,1983-01-28,"DANBURY, CT",United States,DXR,DANBURY,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X42037,Accident,LAX83LA084,1983-01-28,"OCOTILLO WELLS, CA",United States,,,Non-Fatal,Substantial,,Cessna,210l,No,1.0,reciprocating,personal,0.0,2.0,1.0,0.0,vmc,cruise,False
20001214X41963,Accident,CHI83LA094,1983-01-28,"LISBON, OH",United States,,LESLIE,Non-Fatal,Substantial,,Piper,pa-22-135,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,takeoff,False
20001214X41936,Accident,ATL84LA056,1983-01-28,"KNOXVILLE, TN",United States,TYS,MCGHEE TYSON,Non-Fatal,Substantial,,Cessna,172n,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X41962,Accident,CHI83LA093,1983-01-28,"PLYMOUTH, IN",United States,C65,PLYMOUTH,Non-Fatal,Substantial,,Beech,d18s,No,2.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42038,Accident,LAX83LA085,1983-01-29,"TUCSON, AZ",United States,DMA,DAVIS-MONTHAN,Non-Fatal,Destroyed,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,approach,True
20001214X41990,Accident,FTW83FA102,1983-01-29,"HEMPSTEAD, TX",United States,35R,HEMPSTEAD,Fatal(1),Destroyed,,Schweizer,sgs 1-26b,No,,unknown,instructional,1.0,0.0,0.0,0.0,vmc,approach,True
20001214X41922,Accident,ATL83FA091,1983-01-29,"PRATTVILLE, AL",United States,1A9,AUTAUGA CONTY,Fatal(4),Destroyed,,Mooney,m-20a,No,1.0,reciprocating,personal,4.0,0.0,0.0,0.0,vmc,maneuvering,True
20001214X42078,Accident,NYC83LA018,1983-01-29,"DANSVILLE, CT",United States,DSV,DANSVILLE,Non-Fatal,Substantial,,Piper,pa-22-150,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42059,Accident,MKC83FA059,1983-01-29,"KANSAS CITY, KS",United States,MKC,KANSAS CITY DOWNTOWN,Non-Fatal,Substantial,,Rockwell,500-s,No,2.0,reciprocating,ferry,0.0,0.0,0.0,1.0,vmc,approach,False
20001214X42057,Accident,MIA83LA069,1983-01-29,"RIVERVIEW, FL",United States,,,Non-Fatal,Substantial,,Bell,47g2,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,maneuvering,False
20001214X42056,Accident,MIA83LA068,1983-01-29,"PALMETTO, FL",United States,,MANATEE,Non-Fatal,Substantial,,Piper,pa-28-180,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,landing,False
20001214X42049,Accident,MIA83FA065,1983-01-29,"TALLAHASSEE, FL",United States,,,Fatal(1),Substantial,,Mbb,scorpion too,Yes,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,maneuvering,False
20001214X41989,Accident,FTW83FA101,1983-01-29,"ROANOKE, TX",United States,,,Non-Fatal,Substantial,,Mooney,m20e,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,landing,False
20001214X41965,Accident,CHI83LA096,1983-01-29,"BAINBRIDGE, OH",United States,917,VALLEY VISTA,Non-Fatal,Substantial,,Cessna,172m,No,1.0,reciprocating,personal,0.0,0.0,2.0,2.0,vmc,takeoff,False
20001214X41964,Accident,CHI83LA095,1983-01-29,"RICHVIEW, IL",United States,,,Non-Fatal,Substantial,,Cessna,140,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X42075,Accident,NYC83FA061,1983-01-30,"ALTON, ME",United States,,PRIVATE STRIP,Fatal(1),Destroyed,,Taylorcraft,bc12-d,No,1.0,reciprocating,personal,1.0,1.0,0.0,0.0,vmc,takeoff,True
20001214X42050,Accident,MIA83FA066,1983-01-30,"ARCHER, FL",United States,0J8,FLYING TEN,Non-Fatal,Destroyed,,Bellanca,17-31a,No,1.0,reciprocating,personal,0.0,4.0,0.0,0.0,vmc,takeoff,True
20001214X42100,Accident,SEA83LA048,1983-01-30,"MESA, WA",United States,5WA1,DORMAN FIELD,Non-Fatal,Substantial,,Cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42099,Accident,SEA83LA047,1983-01-30,"PAYETTE, ID",United States,S75,PAYETTE,Non-Fatal,Substantial,,Cessna,172,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42085,Accident,NYC83LA058,1983-01-30,"BRIDGEPORT, CT",United States,BDR,BRIDGEPORT,Non-Fatal,Substantial,,Cessna,172p,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X42070,Accident,MKC83LA062,1983-01-30,"SEDAN, KS",United States,61K,SEDAN CITY,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42039,Accident,LAX83LA086,1983-01-30,"LAKE WOHLFORD, CA",United States,L68,LAKE WOHLFORD,Non-Fatal,Substantial,,Cessna,172n,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,takeoff,False
20001214X41982,Accident,DEN83LA055,1983-01-30,"ENGLEWOOD, CO",United States,APA,ARAPAHOE,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41923,Accident,ATL83FA093,1983-01-30,"JOHNS ISLAND, SC",United States,JZI,CHARLESTON EXECUTIVE,Non-Fatal,Substantial,,Piper,pa-28-140,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,takeoff,False
20001214X41915,Accident,ANC83LA039,1983-01-30,"ANCHORAGE, AK",United States,MRI,MERRILL FIELD,Non-Fatal,Substantial,,Piper,pa-12,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X41933,Accident,ATL83LA092,1983-01-30,"BRODNAX, VA",United States,,,Non-Fatal,Substantial,,Beech,65-80,No,2.0,reciprocating,unknown,0.0,0.0,2.0,0.0,vmc,landing,False
20001214X42061,Accident,MKC83FA061,1983-01-31,"CEDAR RAPIDS, IA",United States,CID,CEDAR RAPIDS MUNICIPAL,Non-Fatal,,,Beech,m35,No,1.0,reciprocating,business,0.0,1.0,0.0,0.0,vmc,standing,False
20001214X42060,Accident,MKC83FA060,1983-01-31,"SALEM, MO",United States,K33,SALEM MEMORIAL,Fatal(1),Destroyed,,Piper,pa-28r-201t,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,climb,True
20001214X42101,Accident,SEA83LA053,1983-01-31,"WINTHROP, WA",United States,,,Non-Fatal,Substantial,,Cessna,172p,No,1.0,reciprocating,aerial observation,0.0,0.0,2.0,0.0,vmc,landing,False
20001214X41934,Accident,ATL83LA094,1983-01-31,"DYERSBURG, TN",United States,DYR,DYERSBURG,Non-Fatal,Substantial,,Robinson,r-22,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001214X41916,Accident,ANC83LA040,1983-01-31,"WHITE MOUNTAIN, AK",United States,,,Non-Fatal,Substantial,,Taylorcraft,bc-12-d,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,approach,False
20001214X42305,Accident,SEA83LA049,1983-02-01,"MEDFORD, OR",United States,MFR,JACKSON COUNTY,Non-Fatal,Destroyed,,Cessna,a188b,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,maneuvering,True
20001214X42102,Accident,ANC83FA042,1983-02-01,"MELOZI HOT SPGS, AK",United States,,,Fatal(3),Destroyed,,Bellanca,8gcbc,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,vmc,unknown,True
20001214X42151,Accident,CHI83LA098,1983-02-01,"WARSAW, IN",United States,ASW,WARSAW MUNI.,Non-Fatal,Substantial,,Gulfstream,american aa-5b,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42307,Accident,SEA83LA051,1983-02-02,"OREGON CITY, OR",United States,,FAIRWAYS,Non-Fatal,Substantial,,Cessna,177a,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,approach,False
20001214X42306,Accident,SEA83LA050,1983-02-02,"CHILOQUIN, OR",United States,ZS7,CHILOQUIN,Non-Fatal,Substantial,,Cessna,182n,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,approach,False
20001214X42292,Accident,NYC83LA059,1983-02-02,"WILKES-BARRE, PA",United States,AVP,WILKES-BARRE,Non-Fatal,Substantial,,Beech,g18s,No,2.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42286,Accident,NYC83FA060,1983-02-03,"SUNBURY, PA",United States,,,Fatal(2),Destroyed,,Aero Commander,680fl p,Yes,2.0,reciprocating,business,2.0,0.0,0.0,0.0,vmc,cruise,True
20001214X42220,Accident,LAX83FA087,1983-02-03,"FIVE POINTS, CA",United States,,,Non-Fatal,Destroyed,,Bell,47g4,No,1.0,reciprocating,aerial application,0.0,0.0,1.0,0.0,vmc,maneuvering,True
20001214X42114,Accident,ATL83FA095,1983-02-03,"WEYERS CAVE, VA",United States,SHD,SHENANDOAH VALLEY,Fatal(1),Destroyed,,Cessna,182l,No,1.0,reciprocating,personal,1.0,2.0,1.0,0.0,vmc,takeoff,True
20001214X42197,Accident,FTW83LA103,1983-02-03,"LA PORTE, TX",United States,T41,LA PORTE,Non-Fatal,Substantial,,Cessna,p337h,No,2.0,reciprocating,executive/corporate,0.0,0.0,1.0,0.0,vmc,unknown,False
20001214X42303,Accident,SEA83FA052,1983-02-04,"NEAR ASOTIN, WA",United States,,,Non-Fatal,Destroyed,,Maule,m-5-220c,No,1.0,reciprocating,business,0.0,1.0,3.0,0.0,vmc,cruise,True
20001214X42281,Incident,MKC83IA063,1983-02-04,"SALINA, KS",United States,SLN,SALINA MUNI.,Incident,Minor,,Mitsubishi,mu-2b-36,No,2.0,turbo prop,business,0.0,0.0,0.0,7.0,vmc,landing,False
20001214X42221,Accident,LAX83FA090,1983-02-04,"INDIO, CA",United States,,,Fatal(2),Destroyed,,Beech,58,No,2.0,reciprocating,business,2.0,0.0,0.0,0.0,imc,cruise,True
20001214X42149,Incident,CHI83IA103,1983-02-04,"MILWAUKEE, WI",United States,,,Incident,Minor,,Embraer,emb-110,No,2.0,turbo prop,unknown,0.0,0.0,0.0,18.0,vmc,cruise,False
20001214X42237,Accident,LAX83LA088,1983-02-04,"NAPA, CA",United States,APC,NAPA COUNTY,Non-Fatal,Substantial,,Cessna,182p,No,1.0,reciprocating,personal,0.0,0.0,1.0,1.0,vmc,approach,False
20001214X42153,Accident,CHI83LA100,1983-02-04,"CHICAGO, IL",United States,MDW,MIDWAY,Non-Fatal,Substantial,,Piper,pa-28-180,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,taxi,False
20001214X42222,Accident,LAX83FA091,1983-02-05,"LAS VEGAS, NV",United States,,,Fatal(3),Destroyed,,Cessna,177rg,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,imc,climb,True
20001214X42121,Accident,ATL83LA096,1983-02-05,"GREENSBORO, NC",United States,GSO,GREENSBORO HIGH PT. RGNL.,Non-Fatal,Destroyed,,Cessna,150m,No,1.0,reciprocating,instructional,0.0,0.0,1.0,0.0,vmc,cruise,True
20001214X42115,Accident,ATL83FA099,1983-02-05,"LASCASSAS, TN",United States,MBT,MURFREESBORO,Fatal(1),Destroyed,,Piper,pa-28-180,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,imc,cruise,True
20001214X42287,Accident,NYC83FA062,1983-02-05,"NEWBURY, MA",United States,,,Non-Fatal,Substantial,,Piper,pa-28-151,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,False
20001214X42257,Accident,LAX83LVG08,1983-02-05,"FAIR OAKS, CA",United States,011,PHOENIX FIELD,Non-Fatal,Substantial,,Piper,pa-24,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42155,Accident,CHI83LA102,1983-02-05,"KENTLAND, IN",United States,501,KENTLAND,Non-Fatal,Substantial,,Aeronca,7bcm,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001214X42152,Accident,CHI83LA099,1983-02-05,"CHESTERVILLE, OH",United States,,JENKINS(PRIVATE),Non-Fatal,Substantial,,Piper,j-4,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001214X42304,Accident,SEA83FA054,1983-02-05,"SEATTLE, WA",United States,BFI,BOEING FIELD,Non-Fatal,Substantial,,Piper,pa-34-200t,No,2.0,reciprocating,unknown,0.0,0.0,0.0,1.0,vmc,taxi,False
20001214X42224,Accident,LAX83FA095,1983-02-06,"GORMAN, CA",United States,,,Fatal(4),Destroyed,,Cessna,t210n,No,1.0,reciprocating,personal,4.0,0.0,0.0,0.0,imc,cruise,True
20001214X42223,Accident,LAX83FA092,1983-02-06,"WENDEN, AZ",United States,,SALOME,Fatal(1),Destroyed,,Cessna,182p,No,1.0,reciprocating,personal,1.0,1.0,1.0,0.0,vmc,maneuvering,True
20001214X42191,Accident,FTW83AA104B,1983-02-06,"HOUSTON, TX",United States,HOU,W.P. HOBBY,Non-Fatal,Destroyed,,Cessna,550,No,2.0,turbo fan,business,0.0,0.0,0.0,8.0,vmc,takeoff,True
20001214X42105,Incident,ANC83IA041,1983-02-06,"ST. PAUL ISLAND, AK",United States,SNP,ST. PAUL ISLAND,Incident,Minor,,Gates Learjet,lr24dxr,No,2.0,turbo jet,business,0.0,0.0,0.0,3.0,vmc,landing,False
20001214X42293,Accident,NYC83LA063,1983-02-06,"MILLBROOK, NY",United States,44N,SKY ACRES,Non-Fatal,Substantial,,Bellanca,7gcaa,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42226,Accident,LAX83FA098,1983-02-06,"TUCSON, AZ",United States,TUC,TUCSON INTL.,Non-Fatal,Substantial,,Beech,h35,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,approach,False
20001214X42191,Accident,FTW83AA104A,1983-02-06,"HOUSTON, TX",United States,HOU,W.P. HOBBY,Non-Fatal,Substantial,,Cessna,550,No,2.0,turbo fan,business,0.0,0.0,0.0,8.0,vmc,taxi,False
20001214X42154,Accident,CHI83LA101,1983-02-06,"JACKSON, MI",United States,JXN,JACKSON,Non-Fatal,Substantial,,Cessna,185,No,1.0,reciprocating,personal,0.0,0.0,0.0,3.0,vmc,landing,False
20001214X42124,Accident,ATL83LA100,1983-02-06,"ST. JOSEPH, TN",United States,,CIRCLE E,Non-Fatal,Substantial,,Piper,pa-23-250,No,2.0,reciprocating,personal,0.0,0.0,0.0,1.0,imc,landing,False
20001214X42123,Accident,ATL83LA098,1983-02-06,"CHARLESTON, SC",United States,CHS,CHARLESTON INTERNATIONAL,Non-Fatal,Substantial,,Piper,pa-30,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,imc,landing,False
20001214X42275,Accident,MKC83FA064,1983-02-07,"VICHY, MO",United States,,,Non-Fatal,Destroyed,,Cessna,310f,No,2.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,True
20001214X42174,Accident,DEN83FA056,1983-02-07,"LEADVILLE, CO",United States,,,Fatal(2),Destroyed,,Navion,g,No,1.0,reciprocating,business,2.0,0.0,0.0,0.0,vmc,cruise,True
20001214X42173,Incident,DCA83IA016,1983-02-07,"GREER, SC",United States,GSP,GREENVILLE-SPARTANBURG,Incident,Minor,,Mcdonnell Douglas,dc-9-50,No,2.0,turbo fan,unknown,0.0,0.0,0.0,39.0,imc,go-around,False
20001214X42285,Accident,MKC83LA071,1983-02-07,"S. SIOUX CITY, NE",United States,7K8,MARTIN FIELD,Non-Fatal,Substantial,,Cessna,150l,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,False
20001214X42238,Accident,LAX83LA094,1983-02-07,"SO. LAKE TAHOE, CA",United States,TVL,SOUTH LAKE TAHOE,Non-Fatal,Substantial,,Piper,pa-32,No,1.0,reciprocating,personal,0.0,0.0,0.0,5.0,vmc,takeoff,False
20001214X42199,Accident,FTW83LA106,1983-02-07,"STILLWATER, OK",United States,,,Non-Fatal,Substantial,,Robinson,r22,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,approach,False
20001214X42198,Accident,FTW83LA105,1983-02-07,"FARMINGTON, NM",United States,FMN,FARMINGTON MUN,Non-Fatal,Substantial,,Cessna,t210m,No,1.0,reciprocating,business,0.0,0.0,0.0,3.0,imc,climb,False
20001214X42156,Accident,CHI83LA104,1983-02-07,"NAPOLEON, MI",United States,3NP,NAPOLEON,Non-Fatal,Substantial,,Piper,pa22-150,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001214X42268,Accident,MIA83LA071,1983-02-08,"FT. MYERS, FL",United States,,,Non-Fatal,Substantial,,Cessna,t-210,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,maneuvering,False
20001214X42276,Accident,MKC83FA065,1983-02-09,"GARWIN, IA",United States,,,Fatal(2),Destroyed,,Cessna,tr182,No,1.0,reciprocating,business,2.0,0.0,0.0,0.0,imc,cruise,True
20001214X42192,Accident,FTW83FA108,1983-02-09,"ADDISON, TX",United States,ADS,ADDISON,Fatal(1),Destroyed,,Beech,a36tc,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,imc,cruise,True
20001214X42150,Incident,CHI83IA105,1983-02-09,"WILKES BARRE, PA",United States,,,Incident,,,Gates Learjet,lr-25,No,2.0,turbo jet,executive/corporate,0.0,0.0,0.0,3.0,vmc,cruise,False
20001214X42107,Incident,ANC83IA044,1983-02-09,"KWIGILLINGOK, AK",United States,AK85,KWIGILLINGOK,Incident,Minor,,Cessna,207a,No,1.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001214X42106,Incident,ANC83IA043,1983-02-09,"KIVALINA, AK",United States,KVL,KIVALINA,Incident,Minor,,Cessna,207a,No,1.0,reciprocating,unknown,0.0,0.0,0.0,6.0,vmc,takeoff,False
20001214X42239,Accident,LAX83LA097,1983-02-09,"DAVIS, CA",United States,2Q3,YOLO COUNTY,Non-Fatal,Substantial,,Piper,pa-44-180t,No,2.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,False
